customer_id,age,gender,city,total_orders,avg_order_value,loyalty_points,days_since_last_order,is_subscribed,device_type,sales_amount
166,25,F,Namangan,1,105745.0,313.0,36.0,1,Mobile,301936.75733185094
167,44,M,Tashkent,8,100081.0,499.0,13.0,0,Mobile,315574.6134274268
168,26,F,Tashkent,23,251974.0,208.0,70.0,1,Desktop,3879588.667661766
169,54,M,Andijan,3,189783.0,354.0,58.0,1,Desktop,-448967.79819058627
170,50,F,Andijan,4,266204.0,484.0,14.0,1,Desktop,2542164.6507529104
171,59,M,Andijan,25,199865.0,210.0,37.0,0,Desktop,5821549.506773107
172,41,M,Bukhara,47,189271.0,191.0,79.0,1,Desktop,7641250.9534850065
173,32,F,Namangan,38,126253.0,43.0,68.0,0,Desktop,7283326.440999221
174,49,F,Andijan,15,86191.0,28.0,40.0,0,Desktop,1633629.4776615086
175,49,F,,21,60211.0,58.0,59.0,0,Mobile,1753747.719880339
176,41,F,Samarkand,35,161086.0,70.0,80.0,0,Desktop,7917235.179936081
177,58,M,Tashkent,46,244141.0,91.0,92.0,0,Desktop,13015441.720828213
178,29,F,Namangan,14,269968.0,264.0,16.0,0,Mobile,4692689.475832161
179,56,F,Andijan,36,237818.0,382.0,62.0,0,Desktop,9581661.940826256
180,19,F,Samarkand,12,202614.0,219.0,4.0,1,Desktop,3463653.096170867
181,20,M,Namangan,17,212384.0,389.0,45.0,1,Mobile,3564060.868287984
182,54,M,Tashkent,39,226314.0,,90.0,1,Desktop,9319038.897544198
183,34,F,Bukhara,9,151971.0,441.0,28.0,0,Desktop,2162559.4940747125
184,19,M,Namangan,35,143783.0,400.0,96.0,0,Desktop,51056224.05621588
185,19,F,Namangan,13,175681.0,399.0,66.0,0,Desktop,1517933.490284447
186,45,M,Bukhara,15,137893.0,214.0,31.0,0,Desktop,1909264.5986913322
187,40,M,Namangan,18,236460.0,478.0,3.0,1,Desktop,3507347.3920940794
188,54,M,Tashkent,33,287653.0,386.0,8.0,0,Mobile,9749921.57087223
189,49,M,,6,208763.0,276.0,24.0,1,Desktop,-389879.1520065132
190,50,F,Bukhara,27,127960.0,63.0,15.0,0,Desktop,3827458.5105075473
191,18,F,Andijan,23,134388.0,345.0,43.0,1,Mobile,1632149.5044318351
192,36,F,Samarkand,27,72601.0,291.0,31.0,0,Mobile,1702253.940006995
193,19,M,Andijan,34,299379.0,489.0,73.0,1,Desktop,10927487.074480847
194,43,F,Namangan,46,199092.0,484.0,45.0,0,Mobile,10191378.71151253
195,49,F,Samarkand,38,189227.0,244.0,66.0,1,Desktop,7984985.208883502
196,23,F,Bukhara,14,250191.0,469.0,8.0,0,Desktop,4056907.9144738805
197,49,M,Bukhara,36,262123.0,61.0,71.0,1,Mobile,8347654.684752508
198,21,M,Samarkand,8,217849.0,425.0,57.0,1,Desktop,2935900.3548667575
199,28,M,Tashkent,35,69710.0,331.0,80.0,0,Desktop,1508948.6354948888
200,34,F,Samarkand,19,158714.0,169.0,99.0,1,Mobile,4194641.8204543255
201,55,F,Namangan,30,205604.0,444.0,30.0,0,Mobile,7017824.757481705
202,41,F,Tashkent,14,178727.0,268.0,74.0,0,Mobile,3995079.5147395376
203,22,M,Bukhara,20,199673.0,266.0,,0,Mobile,4151328.484016297
204,51,M,Samarkand,49,113227.0,53.0,69.0,1,Desktop,4755858.892788979
205,23,F,Andijan,25,186039.0,15.0,93.0,1,Mobile,3365822.47584075
206,39,M,Andijan,40,,7.0,39.0,0,Mobile,4193480.665427074
207,28,M,Namangan,24,201094.0,103.0,60.0,0,Mobile,3240981.251392987
208,33,M,Andijan,14,224535.0,58.0,98.0,1,Mobile,4114492.916936565
209,50,M,Samarkand,26,255743.0,312.0,43.0,1,Mobile,7872734.9530323995
210,26,F,Samarkand,38,55722.0,39.0,45.0,1,Desktop,2690635.9252568483
211,23,M,Andijan,23,208485.0,236.0,23.0,0,Mobile,4880114.087926721
212,33,M,Samarkand,22,273844.0,,69.0,0,Desktop,8306527.436462512
213,46,M,Namangan,48,131050.0,385.0,94.0,0,Mobile,6384751.517035992
214,20,M,Tashkent,19,290504.0,93.0,6.0,0,Mobile,5786992.808143893
215,37,F,Namangan,46,283820.0,221.0,56.0,0,Mobile,13118368.486670882
216,53,F,Namangan,3,286994.0,203.0,4.0,1,Mobile,624173.9335365521
217,36,M,Samarkand,42,266939.0,137.0,93.0,0,Mobile,11910912.489831097
218,43,M,Tashkent,19,133596.0,299.0,23.0,1,Mobile,2054327.3107954771
219,20,M,Samarkand,9,116732.0,394.0,6.0,1,Mobile,547010.17348536
220,36,M,Bukhara,28,193369.0,206.0,32.0,0,Mobile,6198801.385409354
221,37,M,Samarkand,20,118323.0,335.0,18.0,1,Desktop,2036351.6334376608
222,49,M,Samarkand,45,73816.0,80.0,15.0,0,Mobile,3495202.0280751796
223,24,F,Samarkand,7,90695.0,217.0,40.0,1,Desktop,402036.8802364731
224,58,M,Tashkent,14,200774.0,1.0,96.0,0,Mobile,2799784.701773352
225,50,F,Samarkand,9,206314.0,177.0,73.0,0,Desktop,1272036.8815333762
226,57,F,Tashkent,19,105841.0,395.0,74.0,1,Mobile,1567890.2472509067
227,56,M,Andijan,47,,370.0,84.0,0,Mobile,7754673.878189716
228,35,F,Bukhara,14,248784.0,345.0,6.0,1,Mobile,4498806.109861451
229,57,F,Tashkent,38,266735.0,278.0,63.0,0,Desktop,10446814.83425133
230,18,F,Andijan,36,157096.0,,67.0,0,Desktop,6646506.823793665
231,28,F,Tashkent,40,142764.0,317.0,11.0,0,Desktop,6894446.564543962
232,45,F,Tashkent,17,234646.0,223.0,43.0,1,Desktop,3640567.6728643263
233,42,F,Bukhara,30,135744.0,368.0,17.0,1,Mobile,5137904.984388564
234,40,M,Namangan,9,78482.0,383.0,96.0,0,Mobile,883717.2780665671
235,48,F,Namangan,33,59171.0,61.0,4.0,1,Mobile,1824469.494520748
236,47,F,Tashkent,25,150755.0,293.0,63.0,0,Desktop,51677420.96660775
237,59,F,Samarkand,14,280004.0,238.0,68.0,1,Mobile,4592824.462815432
238,52,M,Andijan,11,158125.0,194.0,81.0,1,Desktop,1483950.7449362725
239,24,F,Samarkand,35,180722.0,165.0,41.0,0,Desktop,6896563.315526648
240,33,M,Samarkand,41,156082.0,,83.0,0,Desktop,5358649.347830411
241,43,F,Tashkent,14,53696.0,221.0,5.0,0,Desktop,1109556.9811396168
242,19,M,Tashkent,30,176310.0,60.0,32.0,0,Desktop,3819708.4491418162
243,18,M,,41,201130.0,,86.0,0,Mobile,7325930.374131817
244,29,F,Tashkent,4,201385.0,477.0,70.0,1,Desktop,1628679.698269119
245,22,F,Namangan,4,69149.0,172.0,35.0,1,Desktop,-2307649.99742681
246,54,M,Tashkent,28,180064.0,479.0,22.0,0,Mobile,7083803.859074756
247,49,F,Namangan,8,103521.0,155.0,65.0,0,Desktop,1740160.7207046011
248,26,M,Namangan,2,95740.0,404.0,,0,Desktop,-1445053.122489738
249,58,M,,41,156611.0,377.0,22.0,1,Mobile,9008049.60669323
250,52,M,Bukhara,46,,109.0,,0,Mobile,11285891.892486017
251,36,M,Andijan,22,256803.0,268.0,77.0,0,Mobile,5603174.341010261
252,33,M,Samarkand,41,263684.0,410.0,3.0,1,Desktop,10089554.935299756
253,20,F,Namangan,16,298922.0,355.0,9.0,1,Mobile,6646555.5742028635
254,37,M,Andijan,29,116641.0,390.0,60.0,1,Mobile,3233798.8625597404
255,41,M,Bukhara,49,113811.0,277.0,76.0,1,Mobile,5876278.507812854
256,50,F,Samarkand,48,233232.0,73.0,87.0,0,Desktop,12448925.733922768
257,41,M,Samarkand,30,232385.0,486.0,14.0,1,Mobile,7061038.536206803
258,28,F,Namangan,12,113232.0,436.0,97.0,1,Desktop,1335729.7496833317
259,25,F,Tashkent,35,65417.0,462.0,18.0,0,Desktop,1248200.0227947815
260,53,F,Bukhara,11,205801.0,206.0,73.0,0,Mobile,1736267.9042619844
261,55,M,Namangan,46,162492.0,387.0,23.0,0,Desktop,7407362.153743932
262,57,M,Bukhara,21,80099.0,479.0,74.0,1,Desktop,683015.8109653329
263,37,M,Tashkent,21,,278.0,,0,Mobile,5279703.181790622
264,52,F,Tashkent,5,279206.0,374.0,47.0,1,Desktop,1616631.3166439896
265,42,M,Namangan,48,211033.0,325.0,69.0,1,Mobile,8442379.85432804
266,52,F,Tashkent,20,193674.0,471.0,47.0,1,Desktop,3229816.9843786685
267,42,M,Andijan,37,168474.0,339.0,,0,Desktop,8347631.993597022
268,46,F,Samarkand,3,59256.0,356.0,30.0,1,Mobile,10299.352859927632
269,35,M,Namangan,44,267192.0,339.0,,0,Mobile,11455224.591796149
270,35,M,Bukhara,33,293588.0,203.0,28.0,0,Desktop,9439958.16548516
271,19,M,Andijan,9,84681.0,160.0,98.0,0,Desktop,507976.6185456675
272,52,F,Namangan,9,141328.0,27.0,25.0,1,Mobile,1860320.8698383837
273,33,F,Tashkent,4,268512.0,391.0,74.0,1,Desktop,1774414.1531778006
274,58,M,Tashkent,35,245861.0,,78.0,1,Desktop,8342376.58693548
275,53,M,Tashkent,17,93361.0,164.0,58.0,0,Desktop,1455299.5768620577
276,50,F,Tashkent,34,245575.0,62.0,94.0,1,Desktop,9693323.11799006
277,21,F,Bukhara,24,84540.0,21.0,41.0,1,Mobile,529155.2455297499
278,50,F,,32,207608.0,69.0,25.0,1,Mobile,6620373.983451279
279,31,M,Samarkand,1,134700.0,380.0,,1,Mobile,459946.5403512318
280,38,F,Bukhara,8,244115.0,404.0,99.0,1,Mobile,1378237.1399008846
281,37,M,Bukhara,45,128532.0,95.0,48.0,0,Mobile,5716303.396508702
282,25,F,Samarkand,23,,162.0,98.0,0,Mobile,4635204.539198116
283,24,M,,47,177626.0,78.0,10.0,0,Desktop,9024591.070701504
284,20,F,Tashkent,40,183943.0,4.0,99.0,0,Mobile,6021513.344495621
285,34,F,Bukhara,12,96002.0,315.0,,1,Desktop,2371857.6624200596
286,50,F,Namangan,12,99812.0,119.0,11.0,0,Desktop,1183938.8429104425
287,29,F,Samarkand,46,203698.0,,85.0,1,Desktop,9072574.14056629
288,39,F,Samarkand,47,241051.0,177.0,21.0,0,Mobile,10413199.900345726
289,39,M,Andijan,15,257129.0,175.0,86.0,0,Desktop,4975092.7959874645
290,47,F,Namangan,41,158946.0,389.0,45.0,0,Mobile,6059423.865966041
291,55,F,Namangan,19,116668.0,216.0,7.0,1,Desktop,1157443.440505517
292,55,F,Samarkand,26,149003.0,55.0,81.0,1,Desktop,4953041.319008119
293,25,M,Tashkent,29,261142.0,365.0,64.0,0,Mobile,6851312.186505342
294,44,F,Andijan,22,270462.0,186.0,,1,Desktop,5948681.6858555125
295,44,M,Namangan,40,92998.0,231.0,2.0,0,Desktop,4654223.775737263
296,51,F,Samarkand,21,244886.0,254.0,76.0,0,Desktop,5427563.602780954
297,38,F,Namangan,38,154601.0,412.0,42.0,0,Desktop,7811689.5458699735
298,47,M,,20,226679.0,454.0,82.0,1,Mobile,3925629.631712322
299,50,F,Andijan,29,57812.0,103.0,54.0,0,Desktop,1517536.663400259
300,45,M,Bukhara,4,111844.0,76.0,75.0,0,Desktop,352197.8597323182
301,50,M,Samarkand,7,251165.0,229.0,16.0,0,Mobile,2493889.952573995
302,22,F,Andijan,28,183251.0,401.0,,1,Desktop,6620151.127838094
303,36,M,Bukhara,28,224870.0,257.0,99.0,0,Desktop,6498476.509628697
304,21,F,Bukhara,4,,263.0,59.0,1,Desktop,492240.1696397157
305,52,F,Namangan,22,,330.0,90.0,0,Desktop,2847642.1321701347
306,34,M,Namangan,12,231646.0,480.0,16.0,1,Mobile,3132133.189796695
307,45,M,Bukhara,45,97857.0,181.0,6.0,0,Desktop,3843764.9900035467
308,47,M,Namangan,3,175555.0,380.0,57.0,0,Mobile,1335101.3105987697
309,46,M,Andijan,22,282556.0,255.0,47.0,1,Desktop,5934047.810781972
310,23,F,Tashkent,44,70700.0,37.0,48.0,1,Desktop,2888661.9456299287
311,52,F,Andijan,2,220536.0,175.0,42.0,0,Desktop,-931696.0145835695
312,58,M,Bukhara,24,223423.0,26.0,76.0,1,Mobile,3563699.9162374614
313,54,F,Bukhara,34,143330.0,275.0,60.0,0,Desktop,6871707.040183611
314,41,F,Andijan,27,,139.0,77.0,0,Desktop,7634740.909565276
315,46,F,Namangan,41,263606.0,298.0,4.0,0,Mobile,11361181.477630608
316,48,F,Namangan,1,194941.0,444.0,2.0,1,Mobile,-495353.9631827532
317,52,M,Bukhara,8,241387.0,286.0,90.0,0,Mobile,2949619.6071786126
318,50,M,Samarkand,23,291133.0,90.0,59.0,1,Mobile,7436198.89590436
319,38,F,Namangan,38,274760.0,479.0,27.0,0,Desktop,9877952.80557719
320,49,M,Andijan,6,202026.0,60.0,27.0,1,Desktop,182650.5641546133
321,40,M,Namangan,22,212627.0,457.0,79.0,1,Desktop,4173766.3161727274
322,50,M,Andijan,25,113353.0,450.0,72.0,0,Desktop,3030542.351292888
323,20,F,Bukhara,18,263262.0,364.0,7.0,1,Mobile,5087823.003140225
324,35,F,Namangan,17,226098.0,346.0,63.0,0,Desktop,4055060.008238651
325,42,F,Andijan,12,150772.0,162.0,46.0,0,Desktop,3188994.108640204
326,59,M,Bukhara,6,228048.0,350.0,63.0,0,Desktop,828331.1499039417
327,48,F,Samarkand,26,261650.0,142.0,12.0,0,Desktop,5787238.00897108
328,20,F,Andijan,27,141502.0,399.0,13.0,0,Mobile,4020153.0218518204
329,57,M,,8,163943.0,252.0,43.0,1,Desktop,-255540.8158309462
330,41,F,Samarkand,19,159850.0,268.0,17.0,0,Desktop,3866887.498510618
331,49,F,Tashkent,42,95095.0,368.0,63.0,1,Desktop,4275953.264476127
332,39,M,Namangan,1,195342.0,290.0,81.0,1,Mobile,2303.9590900538606
333,40,M,Andijan,29,211980.0,499.0,36.0,0,Mobile,6003367.12675086
334,19,M,Samarkand,45,65523.0,458.0,85.0,1,Desktop,4087530.7821212327
335,44,F,,49,,,8.0,0,Desktop,6480364.935338531
336,59,F,Bukhara,35,228140.0,404.0,69.0,1,Desktop,7940528.141586646
337,19,F,Andijan,40,69991.0,498.0,90.0,1,Mobile,3640408.823557879
