datetime,hour,day_of_week,day,month,is_weekend,temperature,humidity,weather,promo,holiday,store_id,customers,sales
2025-06-01 23:00:00,23,6,1,6,1,23.455765549773602,49.015363843215404,sunny,0,0,A,113.85479671901876,678.6843978472853
2025-06-02 00:00:00,0,0,2,6,0,23.911234550949636,77.3333549098304,rainy,0,0,A,32.09214877380664,290.9247789955273
2025-06-02 01:00:00,1,0,2,6,0,26.527107101620246,82.47670405640406,sunny,0,0,D,30.353515843821825,272.54279831464015
2025-06-02 02:00:00,2,0,2,6,0,25.2862032961806,69.74430479021183,rainy,1,0,B,58.04389168179305,462.53669546871777
2025-06-02 03:00:00,3,0,2,6,0,29.578230360342243,82.59500897724709,sunny,0,0,A,41.66446748053638,322.9674729429329
2025-06-02 04:00:00,4,0,2,6,0,28.79872262016239,77.6513388780685,sunny,0,0,A,39.47777450038285,314.8475117479224
2025-06-02 05:00:00,5,0,2,6,0,30.504226790500653,70.7175236682738,rainy,0,0,A,46.852150176371694,383.0094861483626
2025-06-02 06:00:00,6,0,2,6,0,30.867654587406683,76.28470245371294,cloudy,0,0,D,58.52038447619361,414.19957746348825
2025-06-02 07:00:00,7,0,2,6,0,36.638089771930225,63.599953873072636,cloudy,1,0,D,61.44295938762898,492.97205038826934
2025-06-02 08:00:00,8,0,2,6,0,33.63325958836852,63.37742919236163,rainy,1,0,B,72.22125585317728,523.3595040984205
2025-06-02 09:00:00,9,0,2,6,0,32.12337346720107,62.69730286927785,sunny,0,0,A,56.436317276272035,364.5017263236712
2025-06-02 10:00:00,10,0,2,6,0,36.30434808709706,61.23739713621774,sunny,0,0,A,63.415869470896794,476.71605862725346
2025-06-02 11:00:00,11,0,2,6,0,32.472761313796056,56.67510466949951,sunny,1,0,B,72.76348046723416,533.7785491684112
2025-06-02 12:00:00,12,0,2,6,0,35.41772719000951,66.11541533547663,sunny,1,0,B,81.88268346527501,581.7320356329571
2025-06-02 13:00:00,13,0,2,6,0,30.995108365978552,56.74783511485007,sunny,1,0,B,92.8625862593344,575.5616757402797
2025-06-02 14:00:00,14,0,2,6,0,32.00288616509382,57.880239165246586,cloudy,1,0,C,79.50394415003115,534.9001790228016
2025-06-02 15:00:00,15,0,2,6,0,34.63251779685112,51.40799168245525,sunny,0,0,B,64.36475917339935,446.5760783864015
2025-06-02 16:00:00,16,0,2,6,0,35.13718719783521,43.396983497257416,sunny,0,0,D,67.66835548410428,461.20603581688914
2025-06-02 17:00:00,17,0,2,6,0,33.27626996529229,52.2188653568263,sunny,0,0,C,71.63469975839848,527.2606947707618
2025-06-02 18:00:00,18,0,2,6,0,31.839771247088994,39.832123405102905,cloudy,0,0,B,88.76258630314132,579.3875946083366
2025-06-02 19:00:00,19,0,2,6,0,30.485406898908632,47.756529665204134,rainy,0,0,D,75.75312251307628,509.4355451615997
2025-06-02 20:00:00,20,0,2,6,0,27.042956019265144,40.16804374906937,rainy,0,0,B,87.61683724205176,577.6383733207514
2025-06-02 21:00:00,21,0,2,6,0,27.387145906861484,56.07818700848474,sunny,0,0,B,97.94631442648566,625.3748682479627
2025-06-02 22:00:00,22,0,2,6,0,26.666912909105633,50.067926216537586,cloudy,0,0,C,99.33327248438874,554.9484997081244
2025-06-02 23:00:00,23,0,2,6,0,28.419506374638345,45.65709603575025,sunny,0,0,D,95.91552816030011,595.5826208097458
2025-06-03 00:00:00,0,1,3,6,0,25.687236579136922,81.31853338827334,cloudy,0,0,A,31.527389854040848,243.51647256660206
2025-06-03 01:00:00,1,1,3,6,0,22.779181611475046,70.64009303327848,rainy,0,1,B,33.857162637900544,340.2686795598281
2025-06-03 02:00:00,2,1,3,6,0,28.236358389814797,77.20628428768649,sunny,0,0,C,34.20607235561451,284.4451657898079
2025-06-03 03:00:00,3,1,3,6,0,28.056669762818267,74.85724515626286,sunny,0,0,D,37.313322250763356,306.5021936411907
2025-06-03 04:00:00,4,1,3,6,0,28.646155999388082,74.31048146343493,rainy,1,0,B,74.88341947805569,473.5227919725196
2025-06-03 05:00:00,5,1,3,6,0,32.31096686776894,78.26206760490237,sunny,0,0,A,51.474487231450404,376.1632216836247
2025-06-03 06:00:00,6,1,3,6,0,34.133066856857376,74.26906223169722,cloudy,0,0,D,67.84520734009715,490.44752335291895
2025-06-03 07:00:00,7,1,3,6,0,34.79609364114475,70.57503974925592,sunny,0,0,D,47.02429493663599,394.33209288216364
2025-06-03 08:00:00,8,1,3,6,0,31.981818991399106,59.22556281885852,sunny,0,0,C,53.32026722489482,411.18366415672915
2025-06-03 09:00:00,9,1,3,6,0,33.62037057341044,60.940020009079035,sunny,0,0,B,46.342993877786824,337.1542133773637
2025-06-03 10:00:00,10,1,3,6,0,35.32178512569781,63.26874100855919,sunny,0,0,B,53.523465583283425,426.80741936223853
2025-06-03 11:00:00,11,1,3,6,0,36.86553886798282,62.42475475468403,sunny,0,0,D,78.21530518930001,542.1274529220693
2025-06-03 12:00:00,12,1,3,6,0,34.04165152430942,54.34898137663038,sunny,0,0,B,61.82372568126595,441.53263059851395
2025-06-03 13:00:00,13,1,3,6,0,34.54313066041047,70.10049049459133,rainy,0,0,D,84.35425040115567,512.0550745578219
2025-06-03 14:00:00,14,1,3,6,0,32.446588314878625,63.69968459973005,sunny,1,0,A,77.05310191456087,553.8973856784536
2025-06-03 15:00:00,15,1,3,6,0,31.846382076951528,57.27034011648607,cloudy,1,0,C,81.57224772741378,546.6063831178828
2025-06-03 16:00:00,16,1,3,6,0,35.28530568263278,52.860184306418724,rainy,0,0,B,75.27015023181264,520.3439708121823
2025-06-03 17:00:00,17,1,3,6,0,35.646013460054,49.807533715363434,cloudy,0,0,B,80.49000062656658,542.3446404210382
2025-06-03 18:00:00,18,1,3,6,0,31.927047568704808,44.63380598209061,sunny,0,0,C,91.38469833960103,622.1918209452008
2025-06-03 19:00:00,19,1,3,6,0,33.09468008587126,48.48710248822579,sunny,0,0,A,90.60616333749013,585.6193663498395
2025-06-03 20:00:00,20,1,3,6,0,30.723272050095268,48.298381643947174,sunny,0,0,A,86.66947794124778,564.6405114864788
2025-06-03 21:00:00,21,1,3,6,0,27.53659481444065,39.933004134922584,rainy,0,0,A,91.93347354785514,620.5646665300326
2025-06-03 22:00:00,22,1,3,6,0,28.310981662042035,47.18199469188846,cloudy,0,0,A,93.4474966417224,582.3849124191048
2025-06-03 23:00:00,23,1,3,6,0,29.381335055132453,44.3520318352691,sunny,0,0,A,91.68277011739416,605.4667006472442
2025-06-04 00:00:00,0,2,4,6,0,24.928347921780098,65.46096221061305,sunny,0,0,D,22.896296507187028,228.26340129785208
2025-06-04 01:00:00,1,2,4,6,0,29.434549233828527,70.56974786670965,cloudy,1,0,B,56.22307113146728,404.0454159079677
2025-06-04 02:00:00,2,2,4,6,0,22.348700242845716,72.42085972722779,sunny,0,0,B,21.374680576582882,218.6934150634321
2025-06-04 03:00:00,3,2,4,6,0,30.470639332401348,83.29663127437026,rainy,1,0,B,66.93886957956043,489.2454197862528
2025-06-04 04:00:00,4,2,4,6,0,30.17409413647634,75.77314667943537,rainy,0,0,D,39.256046195182144,345.8836249763249
2025-06-04 05:00:00,5,2,4,6,0,30.48959958915547,65.22289225886907,cloudy,1,1,C,53.81993114886272,494.7610671572998
2025-06-04 06:00:00,6,2,4,6,0,32.25458936493648,73.0367831648864,sunny,0,0,A,53.918074325578154,390.1659392413189
2025-06-04 07:00:00,7,2,4,6,0,28.95839557371057,61.394901490438976,sunny,0,0,C,62.88173267317694,419.6828016386746
2025-06-04 08:00:00,8,2,4,6,0,33.220910262169355,72.91345526943536,rainy,0,0,A,62.94105953283166,436.28784848503216
2025-06-04 09:00:00,9,2,4,6,0,34.95302046813636,63.38462822638696,cloudy,0,0,A,61.01481639487913,414.857609142081
2025-06-04 10:00:00,10,2,4,6,0,37.61504635237371,63.414104732841956,sunny,1,0,C,83.69490791777469,571.5251537092512
2025-06-04 11:00:00,11,2,4,6,0,33.877908177190804,68.58687612101173,sunny,0,0,B,49.268019382849076,369.7475906713329
2025-06-04 12:00:00,12,2,4,6,0,33.38301279421363,53.56418215707875,rainy,0,0,D,61.825355668094815,457.6818469678062
2025-06-04 13:00:00,13,2,4,6,0,33.91093452656903,51.05651619113427,cloudy,0,0,C,61.71063951980124,399.9839409332319
2025-06-04 14:00:00,14,2,4,6,0,36.49006249829483,53.19971769173216,cloudy,0,0,B,81.79710984972141,533.0885687667968
2025-06-04 15:00:00,15,2,4,6,0,34.89629754443224,59.451642769620236,cloudy,0,0,A,71.9321758486089,479.6594666399685
2025-06-04 16:00:00,16,2,4,6,0,32.60073363031031,44.90326962261579,sunny,0,0,B,84.76325245425645,582.9889268781234
2025-06-04 17:00:00,17,2,4,6,0,33.960068269139065,36.707800574316344,sunny,0,0,A,85.2868555399091,544.0851523829388
2025-06-04 18:00:00,18,2,4,6,0,32.265222910561555,47.13760399015679,rainy,1,0,A,92.10154451069056,619.2974229152279
2025-06-04 19:00:00,19,2,4,6,0,33.02490427115299,50.85840389518608,cloudy,1,0,B,97.30433432018972,638.2389385507266
2025-06-04 20:00:00,20,2,4,6,0,28.595893812245293,53.01092769192756,sunny,0,0,A,100.3505415265178,649.6041205801064
2025-06-04 21:00:00,21,2,4,6,0,28.171510030455362,43.82600020190371,sunny,0,0,D,86.7961388105247,575.0067963279464
2025-06-04 22:00:00,22,2,4,6,0,26.803974144760893,43.45397957008396,cloudy,0,0,B,96.99894088156383,614.5893463903429
2025-06-04 23:00:00,23,2,4,6,0,23.378232025936278,50.89783075067158,sunny,0,0,C,92.73966970938844,572.4030098688837
2025-06-05 00:00:00,0,3,5,6,0,25.59224055412915,65.65129150152289,sunny,0,0,A,27.488382504673115,219.08803584190497
2025-06-05 01:00:00,1,3,5,6,0,26.827372466560295,72.92906904469211,rainy,1,1,A,47.63070444824022,431.45757334138204
2025-06-05 02:00:00,2,3,5,6,0,27.598417364310126,75.4410068439613,rainy,0,0,D,29.73706791762007,278.06045955197465
2025-06-05 03:00:00,3,3,5,6,0,28.357660056900606,76.10428659409448,cloudy,1,0,D,46.31642436812895,339.78997369827425
2025-06-05 04:00:00,4,3,5,6,0,27.169258515899173,70.44134759081217,sunny,1,0,C,59.29018669421954,411.3985336811318
2025-06-05 05:00:00,5,3,5,6,0,30.246323644556487,72.07250516289773,rainy,1,0,A,53.24210072967059,415.00483703375187
2025-06-05 06:00:00,6,3,5,6,0,31.385638778811938,58.164964950733264,rainy,1,0,C,56.51473955441062,438.9855001792084
2025-06-05 07:00:00,7,3,5,6,0,31.328978864469114,65.84017937346157,rainy,0,0,C,43.487574850384235,324.8663425347452
2025-06-05 08:00:00,8,3,5,6,0,33.33768261451236,69.76754356277233,rainy,0,0,A,53.376735629349454,384.47864472832333
2025-06-05 09:00:00,9,3,5,6,0,35.046897038741946,60.82878131420295,sunny,0,0,C,64.54961307519874,420.3399997684372
2025-06-05 10:00:00,10,3,5,6,0,38.431630065311744,64.1772067844858,sunny,0,0,C,72.05222909049813,526.2007065913772
2025-06-05 11:00:00,11,3,5,6,0,35.26360423940178,64.19225538731426,sunny,0,0,D,57.19265531204977,393.6035181557882
2025-06-05 12:00:00,12,3,5,6,0,35.515100781445526,58.287253995711175,sunny,0,0,D,83.20248634664969,562.6440945316745
2025-06-05 13:00:00,13,3,5,6,0,34.76555678220577,58.89442597168208,rainy,0,0,C,60.96236111434563,438.5925990304646
2025-06-05 14:00:00,14,3,5,6,0,30.821715832292597,51.304051497039126,cloudy,1,0,A,95.66838818662296,654.975171624937
2025-06-05 15:00:00,15,3,5,6,0,34.18576757421443,53.22669211604342,cloudy,1,0,D,84.22642836787647,560.5977037103958
2025-06-05 16:00:00,16,3,5,6,0,33.78071445772644,55.55108084794611,cloudy,0,0,C,71.03261384103992,490.3938708442131
2025-06-05 17:00:00,17,3,5,6,0,37.860017627882925,51.65344336971136,sunny,0,0,B,75.04195074572489,482.5352089747885
2025-06-05 18:00:00,18,3,5,6,0,31.68634588230323,46.460741934382106,sunny,0,0,B,83.58041840280704,512.7228515183803
2025-06-05 19:00:00,19,3,5,6,0,31.690708974754436,49.22078191708544,sunny,0,0,C,91.63977736826888,602.8953874056599
2025-06-05 20:00:00,20,3,5,6,0,29.930576460589513,50.58266789641651,sunny,0,0,B,95.35894430323857,570.8152690567581
2025-06-05 21:00:00,21,3,5,6,0,26.489478248411835,35.89210061944331,sunny,0,0,D,85.4481198772169,551.6428358841786
2025-06-05 22:00:00,22,3,5,6,0,29.87383608005525,51.306482930443465,rainy,0,0,A,88.08272569990984,590.0583466999574
2025-06-05 23:00:00,23,3,5,6,0,27.809127987574062,43.44705338598749,cloudy,1,0,C,106.66689045309163,696.9477253529166
2025-06-06 00:00:00,0,4,6,6,0,26.582063894086094,77.12744966620116,sunny,1,1,D,44.10916478091591,393.9889750868765
2025-06-06 01:00:00,1,4,6,6,0,24.486487012611036,80.85790753883329,sunny,0,0,A,31.318755166473004,237.29607136146814
2025-06-06 02:00:00,2,4,6,6,0,30.393779072897402,67.63051890818369,cloudy,0,0,B,28.39859630344164,277.4843916872098
2025-06-06 03:00:00,3,4,6,6,0,26.02313219806634,70.31098797553156,sunny,0,0,B,41.156829552505954,350.57068532417344
2025-06-06 04:00:00,4,4,6,6,0,31.17371418760054,71.54763757738806,cloudy,0,0,B,60.10055046668255,412.55427076828465
2025-06-06 05:00:00,5,4,6,6,0,35.468525541707166,67.98153249874639,cloudy,0,0,B,40.96227630531879,321.55345292138844
2025-06-06 06:00:00,6,4,6,6,0,30.089995161604097,79.28128459698226,cloudy,0,0,D,44.53190543037173,333.5120952577902
2025-06-06 07:00:00,7,4,6,6,0,31.80093794370681,64.84756096599683,sunny,0,0,D,55.47729256259495,417.06577565487817
2025-06-06 08:00:00,8,4,6,6,0,33.859556768019665,64.72226610256567,rainy,0,0,A,49.52946966610564,403.59035578008627
2025-06-06 09:00:00,9,4,6,6,0,33.23184401688047,66.76219664349124,sunny,0,0,C,62.35171585374546,416.7855500733902
2025-06-06 10:00:00,10,4,6,6,0,31.557931400758417,57.87153804615737,rainy,0,0,A,54.25165834576768,371.26809122963573
2025-06-06 11:00:00,11,4,6,6,0,35.05157456335016,59.979489324519456,sunny,0,0,C,77.65695686061841,569.6682257894105
2025-06-06 12:00:00,12,4,6,6,0,32.87539257254779,61.587266306250875,sunny,0,0,B,68.75819978073835,471.0814521128374
2025-06-06 13:00:00,13,4,6,6,0,35.86163347500847,56.37780509478667,rainy,1,0,B,79.03981640738631,557.1360466348144
2025-06-06 14:00:00,14,4,6,6,0,32.82040979442308,55.650780028962444,rainy,0,0,B,67.2904664042458,455.1490958918222
2025-06-06 15:00:00,15,4,6,6,0,37.338664135147944,51.613087952281795,cloudy,1,0,B,85.88960197833572,599.7713258977702
2025-06-06 16:00:00,16,4,6,6,0,32.093747453171915,44.927648454096165,cloudy,0,0,D,88.98199732999099,598.7735307875143
2025-06-06 17:00:00,17,4,6,6,0,32.289410370501,52.47654462156538,rainy,0,1,A,70.84999193918974,542.9370352966891
2025-06-06 18:00:00,18,4,6,6,0,33.69810224660481,58.16806364043799,sunny,0,0,C,78.65646663632396,561.1962289996843
2025-06-06 19:00:00,19,4,6,6,0,28.6258856572193,48.191708049548666,cloudy,0,0,C,82.50671554459659,534.4800019951255
2025-06-06 20:00:00,20,4,6,6,0,30.454919869208258,48.135939529471166,rainy,0,0,D,89.8744962659445,575.3564298139861
2025-06-06 21:00:00,21,4,6,6,0,31.441119832215755,49.605420787915,cloudy,0,0,B,90.83112245882565,591.0637928316257
2025-06-06 22:00:00,22,4,6,6,0,24.373223981902754,39.16446012293048,cloudy,0,0,A,84.0701773488763,554.4606175904785
2025-06-06 23:00:00,23,4,6,6,0,26.674529639265124,53.640900370040875,sunny,0,0,B,95.80141853123627,607.4855622453191
2025-06-07 00:00:00,0,5,7,6,1,25.519765588496846,76.01164398211401,cloudy,0,0,D,49.20359453452025,335.8058273216105
2025-06-07 01:00:00,1,5,7,6,1,27.868907665755135,83.0309574160527,sunny,0,0,C,47.97521731936173,363.02046419453677
2025-06-07 02:00:00,2,5,7,6,1,25.11428902926904,70.82372241671607,sunny,0,0,D,61.494203912381316,416.4118646847266
2025-06-07 03:00:00,3,5,7,6,1,26.185921097482346,82.94850260045843,rainy,0,0,C,66.35526743002917,434.55112773473894
2025-06-07 04:00:00,4,5,7,6,1,31.043883131233795,76.8661585269405,sunny,0,0,A,61.37290640216486,431.0201502446577
2025-06-07 05:00:00,5,5,7,6,1,31.68158363655358,74.66550053363032,cloudy,0,0,C,66.84433269480583,440.1139350221861
2025-06-07 06:00:00,6,5,7,6,1,32.572053512557225,71.77672398956395,sunny,0,0,A,50.71155202120583,358.17499670053115
2025-06-07 07:00:00,7,5,7,6,1,33.62642982190631,67.88877834475856,sunny,0,0,B,67.63117782270534,415.9195211428816
2025-06-07 08:00:00,8,5,7,6,1,32.3002045946874,73.50265829236936,rainy,0,0,B,82.0385735340633,571.5371236448345
2025-06-07 09:00:00,9,5,7,6,1,34.70330271943487,66.44205083471658,cloudy,0,0,D,73.61250733456578,511.2995018836263
2025-06-07 10:00:00,10,5,7,6,1,35.245403209488046,54.04693715860205,cloudy,0,0,A,74.10190658886431,504.8282741848469
2025-06-07 11:00:00,11,5,7,6,1,33.485745777685366,56.37196057476576,cloudy,0,1,B,101.22151140824745,676.0801227976026
2025-06-07 12:00:00,12,5,7,6,1,38.731549022289514,59.07077123903626,rainy,0,0,A,100.55261752156645,585.6185341286272
2025-06-07 13:00:00,13,5,7,6,1,35.86211445556168,59.592102032527,sunny,0,0,B,92.74059929985725,585.0479600484409
2025-06-07 14:00:00,14,5,7,6,1,32.27665126848538,55.83477187896271,sunny,0,0,B,101.11128489184038,651.5382965415228
2025-06-07 15:00:00,15,5,7,6,1,35.551902542380525,60.354602463491965,sunny,0,0,C,77.19251665633539,540.0275424280775
2025-06-07 16:00:00,16,5,7,6,1,31.710890697389747,42.74449067980687,rainy,0,0,D,91.69958847497034,606.0867710890603
2025-06-07 17:00:00,17,5,7,6,1,34.50770261039726,51.58651824739499,rainy,0,0,C,97.2403370146148,625.6551226295007
2025-06-07 18:00:00,18,5,7,6,1,34.38825896988028,40.30350215526602,sunny,0,0,A,102.11215920906443,676.1296167721903
2025-06-07 19:00:00,19,5,7,6,1,29.446249653383788,51.898261373052314,cloudy,0,0,B,103.0804478322083,637.4313907874307
2025-06-07 20:00:00,20,5,7,6,1,31.926752258488644,46.53732537102341,rainy,0,0,D,89.59978966786923,603.6316574384592
2025-06-07 21:00:00,21,5,7,6,1,29.652396177523897,48.23985687245129,sunny,0,0,B,116.08819694966847,702.7559730784886
2025-06-07 22:00:00,22,5,7,6,1,29.232310771014188,41.19169780271515,sunny,0,0,B,120.34923302624486,715.6142957693759
2025-06-07 23:00:00,23,5,7,6,1,30.09884788750841,51.5256517376816,cloudy,0,0,C,131.81519033271985,768.6522683651069
2025-06-08 00:00:00,0,6,8,6,1,24.50922376799426,80.20862332029425,cloudy,0,0,A,43.69352588180029,309.8789496414455
2025-06-08 01:00:00,1,6,8,6,1,24.797789593485536,77.7893944356666,cloudy,0,0,D,46.038694737760785,357.23470032438195
2025-06-08 02:00:00,2,6,8,6,1,25.80916159177416,73.84130116001882,sunny,1,0,D,49.56012411228425,369.5070611791353
2025-06-08 03:00:00,3,6,8,6,1,27.195213753720022,76.75747941414495,cloudy,0,0,D,56.65146530727291,380.3623264420022
2025-06-08 04:00:00,4,6,8,6,1,29.845796581171793,69.45591821682983,sunny,0,0,A,69.20889424849737,484.2510950424228
2025-06-08 05:00:00,5,6,8,6,1,31.769918239720493,76.17807839947208,sunny,0,0,D,60.105857102458245,431.890147161475
2025-06-08 06:00:00,6,6,8,6,1,32.624449410525514,78.85400618941782,cloudy,0,0,A,85.14755854834918,570.2701046576249
2025-06-08 07:00:00,7,6,8,6,1,34.587899900984404,74.48447423502674,sunny,0,0,D,68.94724131368382,484.5247043748437
2025-06-08 08:00:00,8,6,8,6,1,33.68625782160019,63.851987650962954,rainy,1,0,B,90.17593827430845,587.1912502047076
2025-06-08 09:00:00,9,6,8,6,1,37.145863479427504,67.54733807184186,sunny,0,0,A,66.09517535534725,467.45251890369667
2025-06-08 10:00:00,10,6,8,6,1,34.12994459641477,57.41657795774457,rainy,0,1,C,82.29776276140224,597.9614171297035
2025-06-08 11:00:00,11,6,8,6,1,40.35478694691734,64.81984443917915,cloudy,0,0,D,67.16544164117843,458.53026212503437
2025-06-08 12:00:00,12,6,8,6,1,36.25133469553001,62.253017064312694,sunny,1,1,C,106.54958364010515,716.3565156426471
2025-06-08 13:00:00,13,6,8,6,1,33.20013350090554,48.693025419038406,rainy,0,0,A,94.7954254098833,595.5549874927092
2025-06-08 14:00:00,14,6,8,6,1,32.517473266768455,50.308795103900366,sunny,0,0,B,102.87433139469208,688.7868754758846
2025-06-08 15:00:00,15,6,8,6,1,35.20374015559924,52.84405403080481,rainy,0,0,C,86.84025024985849,562.8987633890189
2025-06-08 16:00:00,16,6,8,6,1,33.21332846719269,50.99570126429587,sunny,0,0,C,99.28449694637935,655.6011028811313
2025-06-08 17:00:00,17,6,8,6,1,34.361534391096534,44.821193887775166,sunny,0,0,B,105.51053247509203,656.2753956061765
2025-06-08 18:00:00,18,6,8,6,1,33.01754306101257,51.338291928962704,sunny,0,0,B,107.53825310664249,689.5928689368423
2025-06-08 19:00:00,19,6,8,6,1,30.941956464773465,49.35706794033403,sunny,0,0,A,100.07760579892118,650.0436764208227
2025-06-08 20:00:00,20,6,8,6,1,28.30641256386319,46.03827328334082,cloudy,0,0,D,90.86414488355088,602.0206714375878
2025-06-08 21:00:00,21,6,8,6,1,25.79713987427917,42.36284951153889,sunny,0,0,C,115.77568237507585,712.6218136735156
2025-06-08 22:00:00,22,6,8,6,1,26.695160546891167,50.75464823774679,sunny,0,0,C,114.78000257352065,726.263690792239
2025-06-08 23:00:00,23,6,8,6,1,28.018059510847458,53.40536264483433,sunny,0,0,A,114.46663525630848,705.9057361414178
2025-06-09 00:00:00,0,0,9,6,0,25.42818748826041,72.58219258076731,sunny,1,0,D,51.11156290972373,426.1960325935847
2025-06-09 01:00:00,1,0,9,6,0,23.813784364776538,71.81083833483305,cloudy,0,0,A,32.640643694764535,244.98224745676893
2025-06-09 02:00:00,2,0,9,6,0,27.93455230272757,76.944925721396,cloudy,1,0,C,40.4464395778576,348.0162735802969
2025-06-09 03:00:00,3,0,9,6,0,29.597469083108574,72.06804608893437,sunny,1,0,C,38.548381687230226,341.184170084847
2025-06-09 04:00:00,4,0,9,6,0,28.232285127597734,72.29339505345041,cloudy,0,0,B,32.968293878934674,266.771481653925
2025-06-09 05:00:00,5,0,9,6,0,31.39506450197826,75.59856586299188,rainy,0,0,B,64.1440983581343,456.7252032200161
2025-06-09 06:00:00,6,0,9,6,0,32.187485248757476,61.05982128026175,sunny,0,0,D,53.78221419146218,369.07269893483624
2025-06-09 07:00:00,7,0,9,6,0,30.647592807251108,75.72293305939415,rainy,0,0,C,52.508898735800095,372.71531645685235
2025-06-09 08:00:00,8,0,9,6,0,34.37582875854095,67.86340262164671,rainy,0,0,C,52.546712582513564,353.9565290059291
2025-06-09 09:00:00,9,0,9,6,0,35.360364377849336,63.682785762665446,rainy,0,0,B,55.02085648042051,440.21252357933326
2025-06-09 10:00:00,10,0,9,6,0,36.825360749241234,63.436114905430564,cloudy,0,0,A,69.33756786687276,478.2640561076905
2025-06-09 11:00:00,11,0,9,6,0,37.02205271780791,61.77003965840336,sunny,0,0,A,59.075234064772545,475.7159181993798
2025-06-09 12:00:00,12,0,9,6,0,32.24466126408582,51.343993482775375,cloudy,0,0,C,70.61536328547434,502.09960880905777
2025-06-09 13:00:00,13,0,9,6,0,33.03879853390786,65.5167982539654,cloudy,1,1,C,81.21257639766725,614.9280045800289
2025-06-09 14:00:00,14,0,9,6,0,35.689328797308,56.32434248481528,sunny,0,0,D,87.5212530546805,562.5184018383
2025-06-09 15:00:00,15,0,9,6,0,35.266367226937284,56.47475916676053,rainy,1,0,D,95.93830806062643,614.7216626797615
2025-06-09 16:00:00,16,0,9,6,0,34.690349410456484,57.257748852870215,sunny,0,0,B,87.96445451746901,585.1399035251075
2025-06-09 17:00:00,17,0,9,6,0,40.6389963842218,45.76276627706769,cloudy,1,0,C,91.3247218024941,622.4229935202233
2025-06-09 18:00:00,18,0,9,6,0,33.21284883325181,51.76075777737793,rainy,0,0,A,92.46508890053937,569.8310841096552
2025-06-09 19:00:00,19,0,9,6,0,33.358745570448406,46.76149444113751,sunny,0,0,D,84.49938059684247,528.1694046773773
2025-06-09 20:00:00,20,0,9,6,0,31.908003526986406,51.24347281931589,sunny,0,0,B,90.8802785914628,567.7162818191272
