client_id,full_name,age,gender,marital_status,region,education_level,employment_years
128,Client_128,25,male,divorced,Andijan,bachelor,32
129,Client_129,46,female,married,Bukhara,high_school,28
130,Client_130,34,female,divorced,Namangan,bachelor,9
131,Client_131,59,female,widowed,Andijan,bachelor,8
132,Client_132,47,female,divorced,Bukhara,bachelor,30
133,Client_133,29,female,single,Namangan,master,27
134,Client_134,35,female,married,Bukhara,high_school,2
135,Client_135,35,male,married,Andijan,bachelor,13
136,Client_136,46,female,married,Samarkand,master,24
137,Client_137,62,male,widowed,Andijan,bachelor,14
138,Client_138,33,female,widowed,Tashkent,master,1
139,Client_139,52,female,married,Bukhara,phd,23
140,Client_140,59,male,divorced,Samarkand,bachelor,13
141,Client_141,52,female,married,Bukhara,high_school,6
142,Client_142,24,male,divorced,Bukhara,high_school,23
143,Client_143,50,male,divorced,Namangan,bachelor,26
144,Client_144,57,male,widowed,Tashkent,master,29
145,Client_145,43,male,divorced,Bukhara,high_school,26
146,Client_146,59,female,married,Andijan,high_school,14
147,Client_147,35,female,widowed,Andijan,high_school,25
148,Client_148,63,male,single,Namangan,master,0
149,Client_149,49,female,single,Tashkent,high_school,3
150,Client_150,56,female,widowed,Tashkent,bachelor,28
151,Client_151,33,male,married,Andijan,bachelor,0
152,Client_152,52,female,single,Samarkand,master,21
153,Client_153,27,male,single,Namangan,bachelor,10
154,Client_154,42,male,divorced,Namangan,bachelor,9
155,Client_155,48,female,divorced,Andijan,high_school,16
156,Client_156,22,female,married,Andijan,bachelor,25
157,Client_157,62,female,widowed,Samarkand,bachelor,20
158,Client_158,26,male,married,Samarkand,phd,12
159,Client_159,48,male,widowed,Tashkent,high_school,8
160,Client_160,48,female,single,Namangan,high_school,10
161,Client_161,64,female,divorced,Namangan,high_school,10
162,Client_162,64,female,married,Andijan,high_school,5
163,Client_163,40,female,married,Tashkent,master,0
164,Client_164,50,male,widowed,Namangan,high_school,5
165,Client_165,31,female,widowed,Tashkent,bachelor,12
166,Client_166,48,male,married,Tashkent,high_school,21
167,Client_167,45,male,widowed,Andijan,high_school,30
168,Client_168,59,female,married,Tashkent,bachelor,21
169,Client_169,53,female,married,Samarkand,high_school,26
170,Client_170,21,female,married,Samarkand,high_school,13
171,Client_171,47,male,single,Bukhara,bachelor,4
172,Client_172,33,female,widowed,Andijan,bachelor,31
173,Client_173,61,female,divorced,Bukhara,high_school,33
174,Client_174,23,male,divorced,Samarkand,phd,6
175,Client_175,59,female,widowed,Bukhara,bachelor,9
176,Client_176,26,male,married,Andijan,master,16
177,Client_177,28,female,divorced,Andijan,high_school,29
178,Client_178,47,male,divorced,Tashkent,high_school,20
179,Client_179,29,female,widowed,Namangan,high_school,12
180,Client_180,57,female,divorced,Tashkent,high_school,0
181,Client_181,53,male,married,Andijan,bachelor,0
182,Client_182,62,male,widowed,Samarkand,master,32
183,Client_183,64,female,married,Samarkand,bachelor,24
184,Client_184,44,male,divorced,Tashkent,high_school,25
185,Client_185,35,male,divorced,Andijan,bachelor,12
186,Client_186,52,male,married,Samarkand,high_school,27
187,Client_187,52,male,single,Andijan,bachelor,32
188,Client_188,44,female,divorced,Samarkand,bachelor,29
189,Client_189,61,female,single,Andijan,master,7
190,Client_190,32,male,divorced,Bukhara,phd,0
191,Client_191,59,male,single,Andijan,high_school,11
192,Client_192,22,male,single,Andijan,bachelor,4
193,Client_193,23,male,single,Tashkent,master,23
194,Client_194,57,female,married,Bukhara,master,5
195,Client_195,37,female,single,Namangan,bachelor,24
196,Client_196,22,male,single,Tashkent,master,0
197,Client_197,22,male,single,Namangan,high_school,24
198,Client_198,48,male,divorced,Samarkand,master,0
199,Client_199,43,female,single,Namangan,high_school,31
200,Client_200,57,male,divorced,Andijan,bachelor,2
201,Client_201,52,female,single,Namangan,master,18
202,Client_202,53,male,single,Tashkent,high_school,28
203,Client_203,21,female,married,Tashkent,bachelor,1
204,Client_204,39,male,divorced,Namangan,high_school,8
205,Client_205,22,female,single,Tashkent,phd,16
206,Client_206,64,male,divorced,Tashkent,master,16
207,Client_207,46,male,divorced,Namangan,bachelor,11
208,Client_208,52,male,widowed,Bukhara,bachelor,19
209,Client_209,26,female,married,Bukhara,master,2
210,Client_210,52,male,married,Samarkand,high_school,3
211,Client_211,24,female,married,Tashkent,bachelor,16
212,Client_212,31,female,widowed,Namangan,bachelor,14
213,Client_213,37,male,widowed,Tashkent,high_school,32
214,Client_214,58,male,married,Andijan,high_school,15
215,Client_215,44,male,widowed,Tashkent,high_school,10
216,Client_216,25,female,widowed,Tashkent,high_school,19
217,Client_217,54,male,widowed,Bukhara,master,23
218,Client_218,26,female,married,Namangan,bachelor,15
219,Client_219,42,female,married,Tashkent,bachelor,29
220,Client_220,31,male,married,Bukhara,high_school,33
221,Client_221,36,male,widowed,Samarkand,high_school,0
222,Client_222,53,male,married,Bukhara,high_school,23
223,Client_223,29,male,widowed,Bukhara,master,23
224,Client_224,26,male,single,Bukhara,bachelor,8
225,Client_225,36,male,widowed,Tashkent,master,21
226,Client_226,49,female,divorced,Tashkent,bachelor,11
227,Client_227,23,female,married,Samarkand,bachelor,16
228,Client_228,40,female,married,Andijan,bachelor,24
229,Client_229,56,male,divorced,Andijan,master,27
230,Client_230,39,female,widowed,Andijan,master,14
231,Client_231,46,female,single,Samarkand,high_school,29
232,Client_232,23,female,divorced,Andijan,bachelor,26
233,Client_233,39,female,divorced,Andijan,bachelor,21
234,Client_234,40,female,widowed,Bukhara,bachelor,9
235,Client_235,52,male,married,Tashkent,high_school,30
236,Client_236,27,male,widowed,Tashkent,master,26
237,Client_237,61,female,divorced,Bukhara,phd,11
238,Client_238,53,female,divorced,Bukhara,high_school,30
239,Client_239,60,female,married,Bukhara,master,31
240,Client_240,59,male,married,Tashkent,high_school,31
241,Client_241,38,male,married,Andijan,high_school,34
242,Client_242,60,female,widowed,Bukhara,high_school,20
243,Client_243,21,male,married,Samarkand,high_school,9
244,Client_244,31,male,divorced,Bukhara,master,15
245,Client_245,48,female,divorced,Namangan,high_school,6
246,Client_246,45,male,single,Bukhara,high_school,3
247,Client_247,43,male,widowed,Tashkent,high_school,26
248,Client_248,51,female,single,Bukhara,high_school,24
249,Client_249,50,male,divorced,Namangan,high_school,30
250,Client_250,62,male,single,Samarkand,bachelor,10
251,Client_251,55,female,divorced,Andijan,high_school,19
252,Client_252,27,male,single,Bukhara,master,16
253,Client_253,36,male,married,Namangan,master,10
254,Client_254,46,female,single,Namangan,high_school,29
255,Client_255,22,female,married,Samarkand,master,34
256,Client_256,21,female,married,Tashkent,high_school,21
257,Client_257,32,male,widowed,Bukhara,high_school,26
258,Client_258,25,female,married,Namangan,high_school,34
259,Client_259,57,male,married,Samarkand,high_school,3
260,Client_260,52,female,single,Andijan,bachelor,15
261,Client_261,29,male,divorced,Namangan,master,15
262,Client_262,61,female,widowed,Samarkand,high_school,20
263,Client_263,55,female,married,Tashkent,bachelor,25
264,Client_264,39,female,widowed,Tashkent,high_school,18
265,Client_265,36,female,single,Namangan,master,16
266,Client_266,23,male,married,Namangan,high_school,25
267,Client_267,40,female,single,Bukhara,high_school,21
268,Client_268,44,female,widowed,Samarkand,high_school,27
269,Client_269,53,male,single,Namangan,high_school,0
270,Client_270,44,female,widowed,Bukhara,bachelor,1
271,Client_271,31,male,single,Bukhara,master,16
272,Client_272,28,female,widowed,Namangan,high_school,20
273,Client_273,56,female,divorced,Tashkent,bachelor,8
274,Client_274,58,female,single,Samarkand,bachelor,12
275,Client_275,60,male,single,Samarkand,master,10
276,Client_276,40,female,divorced,Tashkent,high_school,15
277,Client_277,55,female,divorced,Namangan,bachelor,15
278,Client_278,45,female,single,Samarkand,master,1
279,Client_279,55,male,divorced,Namangan,bachelor,7
280,Client_280,45,male,married,Namangan,high_school,12
281,Client_281,49,female,widowed,Bukhara,high_school,16
282,Client_282,38,male,widowed,Tashkent,high_school,23
283,Client_283,38,female,widowed,Namangan,bachelor,2
284,Client_284,22,female,married,Andijan,bachelor,29
285,Client_285,55,female,divorced,Tashkent,high_school,12
286,Client_286,36,female,divorced,Samarkand,bachelor,18
287,Client_287,61,female,single,Bukhara,bachelor,6
288,Client_288,56,female,divorced,Samarkand,bachelor,8
289,Client_289,53,female,single,Samarkand,bachelor,18
290,Client_290,24,male,married,Tashkent,master,21
291,Client_291,53,male,widowed,Samarkand,high_school,17
292,Client_292,34,male,widowed,Namangan,master,22
293,Client_293,41,male,widowed,Samarkand,high_school,1
294,Client_294,40,male,divorced,Bukhara,high_school,10
295,Client_295,28,male,single,Bukhara,high_school,30
296,Client_296,27,male,single,Andijan,high_school,32
297,Client_297,23,female,married,Bukhara,high_school,13
298,Client_298,37,female,divorced,Samarkand,high_school,15
299,Client_299,53,female,married,Bukhara,master,10
300,Client_300,32,female,single,Tashkent,high_school,32
301,Client_301,42,male,single,Bukhara,bachelor,6
302,Client_302,42,male,widowed,Namangan,high_school,30
303,Client_303,50,female,divorced,Tashkent,master,13
304,Client_304,58,female,single,Andijan,bachelor,27
305,Client_305,58,male,widowed,Namangan,high_school,15
306,Client_306,28,female,divorced,Samarkand,master,18
307,Client_307,47,female,married,Samarkand,bachelor,16
308,Client_308,47,female,divorced,Samarkand,master,25
309,Client_309,54,female,divorced,Namangan,bachelor,5
310,Client_310,41,male,single,Namangan,bachelor,8
311,Client_311,50,female,single,Namangan,master,16
312,Client_312,53,female,divorced,Tashkent,bachelor,30
313,Client_313,48,male,single,Tashkent,high_school,11
314,Client_314,53,male,single,Samarkand,master,22
315,Client_315,25,female,single,Bukhara,high_school,4
316,Client_316,39,male,widowed,Samarkand,bachelor,2
317,Client_317,24,female,widowed,Andijan,high_school,23
318,Client_318,55,female,divorced,Tashkent,bachelor,16
319,Client_319,37,male,single,Namangan,phd,25
320,Client_320,64,female,widowed,Tashkent,high_school,3
321,Client_321,48,female,divorced,Namangan,high_school,11
322,Client_322,50,female,single,Andijan,bachelor,0
323,Client_323,49,female,married,Andijan,master,20
324,Client_324,26,male,single,Tashkent,bachelor,18
325,Client_325,55,male,single,Namangan,high_school,20
326,Client_326,61,female,widowed,Andijan,master,17
327,Client_327,57,male,divorced,Samarkand,bachelor,2
328,Client_328,44,female,divorced,Samarkand,high_school,31
329,Client_329,49,female,widowed,Namangan,high_school,9
330,Client_330,51,female,single,Tashkent,bachelor,14
331,Client_331,55,female,married,Andijan,high_school,4
332,Client_332,53,female,single,Tashkent,high_school,3
333,Client_333,41,male,single,Samarkand,master,27
334,Client_334,52,female,married,Andijan,high_school,3
335,Client_335,43,male,widowed,Tashkent,bachelor,14
336,Client_336,53,male,divorced,Bukhara,high_school,16
337,Client_337,23,female,widowed,Namangan,master,2
338,Client_338,38,female,widowed,Namangan,bachelor,9
339,Client_339,45,female,single,Bukhara,high_school,22
340,Client_340,62,female,divorced,Samarkand,bachelor,17
341,Client_341,51,female,divorced,Andijan,high_school,0
342,Client_342,23,male,widowed,Namangan,master,34
343,Client_343,60,female,married,Bukhara,master,30
344,Client_344,44,female,widowed,Bukhara,bachelor,0
345,Client_345,52,male,married,Samarkand,bachelor,2
346,Client_346,42,male,divorced,Samarkand,high_school,2
347,Client_347,43,female,widowed,Tashkent,bachelor,18
348,Client_348,22,male,single,Namangan,high_school,28
349,Client_349,47,female,widowed,Tashkent,high_school,24
350,Client_350,62,male,divorced,Bukhara,bachelor,32
351,Client_351,22,male,single,Andijan,high_school,28
352,Client_352,46,female,single,Andijan,bachelor,25
353,Client_353,37,male,married,Samarkand,high_school,3
354,Client_354,60,male,single,Andijan,bachelor,13
355,Client_355,53,male,single,Andijan,high_school,26
356,Client_356,29,male,widowed,Andijan,high_school,32
357,Client_357,63,male,divorced,Bukhara,bachelor,21
358,Client_358,59,male,married,Andijan,phd,2
359,Client_359,49,female,widowed,Andijan,master,22
360,Client_360,62,female,single,Andijan,high_school,20
361,Client_361,46,male,single,Tashkent,high_school,22
362,Client_362,55,female,married,Bukhara,master,3
363,Client_363,45,female,divorced,Samarkand,bachelor,20
364,Client_364,44,female,married,Tashkent,high_school,30
365,Client_365,33,male,widowed,Namangan,master,20
366,Client_366,27,female,married,Bukhara,master,25
367,Client_367,56,male,single,Bukhara,phd,34
368,Client_368,40,female,widowed,Namangan,master,23
369,Client_369,21,male,single,Namangan,master,10
370,Client_370,28,male,divorced,Namangan,high_school,28
371,Client_371,36,female,single,Samarkand,high_school,2
372,Client_372,34,female,single,Andijan,bachelor,0
373,Client_373,32,male,married,Bukhara,bachelor,18
374,Client_374,43,female,single,Andijan,bachelor,21
375,Client_375,35,female,widowed,Andijan,high_school,13
376,Client_376,48,female,widowed,Namangan,bachelor,13
377,Client_377,54,male,divorced,Samarkand,bachelor,15
378,Client_378,22,male,widowed,Tashkent,high_school,32
379,Client_379,52,female,married,Samarkand,high_school,12
380,Client_380,43,female,divorced,Andijan,bachelor,11
381,Client_381,42,female,widowed,Samarkand,bachelor,32
382,Client_382,45,male,married,Namangan,high_school,32
383,Client_383,42,male,widowed,Tashkent,bachelor,28
384,Client_384,42,female,widowed,Namangan,bachelor,4
385,Client_385,62,female,single,Tashkent,bachelor,5
386,Client_386,26,female,widowed,Andijan,high_school,30
387,Client_387,35,female,widowed,Tashkent,bachelor,15
388,Client_388,63,female,married,Tashkent,high_school,30
389,Client_389,57,female,married,Tashkent,master,24
390,Client_390,53,male,single,Samarkand,high_school,32
391,Client_391,28,female,widowed,Samarkand,bachelor,12
392,Client_392,64,male,single,Andijan,high_school,9
393,Client_393,64,female,widowed,Tashkent,bachelor,23
394,Client_394,25,female,divorced,Bukhara,bachelor,9
395,Client_395,59,male,divorced,Andijan,high_school,30
396,Client_396,24,male,single,Tashkent,bachelor,12
397,Client_397,26,male,single,Tashkent,high_school,2
398,Client_398,52,male,single,Samarkand,high_school,33
399,Client_399,50,female,married,Andijan,bachelor,27
400,Client_400,55,male,married,Tashkent,high_school,18
401,Client_401,60,female,married,Tashkent,master,22
402,Client_402,36,male,single,Andijan,bachelor,31
403,Client_403,33,female,widowed,Bukhara,bachelor,12
404,Client_404,62,female,divorced,Andijan,high_school,32
405,Client_405,50,female,single,Andijan,bachelor,33
406,Client_406,39,female,married,Bukhara,master,32
407,Client_407,37,female,married,Andijan,high_school,4
408,Client_408,39,female,single,Tashkent,master,2
409,Client_409,48,male,single,Andijan,high_school,6
410,Client_410,46,female,married,Bukhara,master,23
411,Client_411,57,male,widowed,Namangan,high_school,21
412,Client_412,46,male,married,Andijan,master,22
413,Client_413,43,female,married,Samarkand,bachelor,29
414,Client_414,29,male,single,Tashkent,high_school,17
415,Client_415,32,female,widowed,Tashkent,high_school,31
416,Client_416,21,male,married,Samarkand,bachelor,6
417,Client_417,21,female,married,Samarkand,phd,32
418,Client_418,54,male,divorced,Andijan,high_school,4
419,Client_419,52,female,single,Samarkand,high_school,27
420,Client_420,45,female,divorced,Namangan,bachelor,7
421,Client_421,60,female,divorced,Bukhara,bachelor,14
422,Client_422,21,female,married,Samarkand,bachelor,3
423,Client_423,36,male,single,Samarkand,bachelor,33
424,Client_424,59,female,widowed,Namangan,high_school,4
425,Client_425,25,male,married,Tashkent,master,32
426,Client_426,42,male,widowed,Tashkent,bachelor,4
427,Client_427,49,male,widowed,Andijan,high_school,33
428,Client_428,23,female,single,Namangan,bachelor,25
429,Client_429,32,male,divorced,Bukhara,bachelor,0
430,Client_430,46,male,single,Bukhara,high_school,3
431,Client_431,36,male,widowed,Namangan,bachelor,25
432,Client_432,57,female,married,Bukhara,high_school,32
433,Client_433,42,female,widowed,Tashkent,bachelor,32
434,Client_434,49,male,married,Bukhara,master,7
435,Client_435,34,female,married,Bukhara,high_school,19
436,Client_436,48,female,single,Namangan,high_school,15
437,Client_437,25,male,widowed,Namangan,master,20
438,Client_438,50,male,divorced,Bukhara,phd,25
439,Client_439,25,female,widowed,Samarkand,bachelor,22
440,Client_440,32,male,widowed,Namangan,bachelor,17
441,Client_441,36,female,divorced,Andijan,bachelor,30
442,Client_442,46,female,single,Andijan,master,11
443,Client_443,46,female,widowed,Tashkent,master,0
444,Client_444,41,female,widowed,Bukhara,high_school,8
445,Client_445,59,female,married,Samarkand,bachelor,2
446,Client_446,56,female,widowed,Tashkent,bachelor,25
447,Client_447,53,male,divorced,Bukhara,master,8
448,Client_448,50,male,married,Namangan,bachelor,15
449,Client_449,57,female,single,Andijan,bachelor,23
450,Client_450,43,female,married,Samarkand,phd,13
451,Client_451,30,female,divorced,Andijan,high_school,2
452,Client_452,25,male,divorced,Namangan,high_school,33
453,Client_453,56,female,married,Bukhara,bachelor,32
454,Client_454,54,male,single,Namangan,high_school,23
455,Client_455,51,female,married,Namangan,high_school,8
456,Client_456,30,female,single,Andijan,high_school,12
457,Client_457,39,male,married,Samarkand,bachelor,1
458,Client_458,52,male,divorced,Namangan,master,6
459,Client_459,21,female,widowed,Andijan,bachelor,20
460,Client_460,25,female,widowed,Samarkand,bachelor,18
461,Client_461,24,female,single,Bukhara,high_school,24
462,Client_462,36,male,single,Bukhara,master,21
463,Client_463,44,male,single,Tashkent,master,10
464,Client_464,36,male,divorced,Andijan,bachelor,32
465,Client_465,22,male,married,Samarkand,high_school,31
466,Client_466,48,male,divorced,Namangan,high_school,20
467,Client_467,52,male,widowed,Bukhara,high_school,19
468,Client_468,47,female,single,Samarkand,bachelor,7
469,Client_469,40,female,married,Andijan,master,8
470,Client_470,44,male,widowed,Tashkent,master,24
471,Client_471,32,female,widowed,Bukhara,bachelor,24
472,Client_472,55,female,widowed,Samarkand,master,32
473,Client_473,53,male,divorced,Samarkand,master,1
474,Client_474,53,female,single,Samarkand,high_school,18
475,Client_475,63,male,widowed,Andijan,high_school,19
476,Client_476,57,male,single,Andijan,master,28
477,Client_477,32,female,divorced,Andijan,high_school,5
478,Client_478,23,male,widowed,Namangan,master,16
479,Client_479,21,male,divorced,Samarkand,phd,24
480,Client_480,53,male,divorced,Bukhara,bachelor,3
481,Client_481,60,male,single,Andijan,master,29
482,Client_482,30,male,widowed,Andijan,bachelor,19
483,Client_483,63,male,divorced,Samarkand,bachelor,2
484,Client_484,64,male,widowed,Andijan,high_school,22
485,Client_485,49,male,single,Namangan,high_school,17
486,Client_486,33,female,divorced,Namangan,high_school,25
487,Client_487,32,female,single,Andijan,bachelor,7
488,Client_488,51,female,widowed,Samarkand,high_school,16
489,Client_489,22,male,widowed,Samarkand,high_school,30
490,Client_490,55,male,single,Samarkand,high_school,32
491,Client_491,43,female,married,Tashkent,bachelor,26
492,Client_492,37,female,divorced,Andijan,phd,3
493,Client_493,46,female,widowed,Samarkand,phd,21
494,Client_494,28,male,widowed,Namangan,bachelor,25
495,Client_495,49,female,divorced,Bukhara,master,31
496,Client_496,46,female,single,Bukhara,bachelor,23
497,Client_497,30,male,single,Samarkand,bachelor,34
498,Client_498,46,female,single,Bukhara,bachelor,31
499,Client_499,54,male,married,Bukhara,high_school,6
500,Client_500,61,male,married,Tashkent,master,32
501,Client_501,27,male,widowed,Namangan,high_school,30
502,Client_502,24,female,single,Namangan,bachelor,11
503,Client_503,31,female,divorced,Tashkent,bachelor,10
504,Client_504,49,male,widowed,Tashkent,high_school,23
505,Client_505,56,female,divorced,Bukhara,high_school,7
506,Client_506,45,female,widowed,Andijan,bachelor,31
507,Client_507,41,female,married,Bukhara,high_school,21
508,Client_508,56,female,widowed,Tashkent,bachelor,33
509,Client_509,30,male,married,Namangan,bachelor,18
510,Client_510,57,female,widowed,Bukhara,bachelor,19
511,Client_511,29,male,single,Andijan,bachelor,13
512,Client_512,44,male,divorced,Bukhara,bachelor,32
513,Client_513,55,female,single,Samarkand,bachelor,9
514,Client_514,55,male,widowed,Bukhara,bachelor,15
515,Client_515,56,female,widowed,Tashkent,master,3
516,Client_516,38,female,widowed,Namangan,bachelor,26
517,Client_517,59,male,married,Namangan,master,27
518,Client_518,52,male,divorced,Tashkent,high_school,15
519,Client_519,44,male,divorced,Samarkand,bachelor,32
520,Client_520,43,male,widowed,Tashkent,master,18
521,Client_521,52,female,widowed,Bukhara,high_school,20
522,Client_522,57,female,married,Tashkent,high_school,21
523,Client_523,32,female,single,Tashkent,bachelor,8
524,Client_524,33,male,single,Samarkand,high_school,8
525,Client_525,43,male,divorced,Bukhara,high_school,8
526,Client_526,45,male,married,Andijan,phd,26
527,Client_527,55,female,widowed,Andijan,bachelor,16
528,Client_528,61,male,divorced,Namangan,high_school,7
529,Client_529,50,female,married,Tashkent,phd,15
530,Client_530,37,male,single,Namangan,phd,17
531,Client_531,40,female,married,Samarkand,bachelor,32
532,Client_532,45,female,single,Andijan,high_school,0
533,Client_533,42,male,married,Tashkent,master,11
534,Client_534,33,male,divorced,Samarkand,bachelor,5
535,Client_535,39,female,single,Samarkand,bachelor,4
536,Client_536,56,female,divorced,Tashkent,master,15
537,Client_537,32,male,divorced,Samarkand,bachelor,17
538,Client_538,61,male,single,Tashkent,high_school,17
539,Client_539,39,female,single,Tashkent,bachelor,0
540,Client_540,32,male,widowed,Bukhara,high_school,18
541,Client_541,29,female,widowed,Namangan,master,7
542,Client_542,27,female,widowed,Samarkand,bachelor,2
543,Client_543,48,male,divorced,Samarkand,high_school,24
544,Client_544,34,male,divorced,Bukhara,bachelor,4
545,Client_545,51,male,widowed,Bukhara,high_school,18
